NOMBRE_ENCUESTA,PREGUNTA,RESPUESTAS_POSIBLES,RESPUESTA_CORRECTA,PAIS,RESPUESTA_PAIS
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Tanzania                    ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Tailandia                   ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Togo                        ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Tongo                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Trinidad y Tobago           ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Tunisia                     ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Turquia                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Tuvalu                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Uganda                      ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Rusia                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Emiratos Arabes Unidos      ,c
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Uganda                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Rusia                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Reino Unido                 ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Estados Unidos              ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Alto Volta                  ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Uruguay                     ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Vanuatu                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Venezuela                   ,d
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Vietnam                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Samoa Occidental            ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Syria                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Tanzania                    ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Tailandia                   ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Togo                        ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Tongo                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Trinidad y Tobago           ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Tunisia                     ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Turquia                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Tuvalu                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Uganda                      ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Rusia                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Emiratos Arabes Unidos      ,c
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Uganda                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Rusia                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Reino Unido                 ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Estados Unidos              ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Alto Volta                  ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Uruguay                     ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Vanuatu                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Venezuela                   ,d
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Vietnam                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,c.Metodo del caos,a. Metodo cientifico,Samoa Occidental            ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Syria                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Tanzania                    ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Tailandia                   ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Togo                        ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Tongo                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Trinidad y Tobago           ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Tunisia                     ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Turquia                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Tuvalu                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Uganda                      ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Rusia                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Emiratos Arabes Unidos      ,c
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Uganda                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Rusia                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Reino Unido                 ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Estados Unidos              ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Alto Volta                  ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Uruguay                     ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Vanuatu                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Venezuela                   ,d
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Vietnam                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,d. Ningun metodo,a. Metodo cientifico,Samoa Occidental            ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Syria                       ,a
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Tanzania                    ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Tailandia                   ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Togo                        ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Tongo                       ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Trinidad y Tobago           ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Tunisia                     ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Turquia                     ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Tuvalu                      ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Uganda                      ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Rusia                       ,a
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Emiratos Arabes Unidos      ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Uganda                      ,a
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Rusia                       ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Reino Unido                 ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Estados Unidos              ,a
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Alto Volta                  ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Uruguay                     ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Vanuatu                     ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Venezuela                   ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Vietnam                     ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,a. De 90% a  100%,a. De 90% a  100%,Samoa Occidental            ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Syria                       ,a
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Tanzania                    ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Tailandia                   ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Togo                        ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Tongo                       ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Trinidad y Tobago           ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Tunisia                     ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Turquia                     ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Tuvalu                      ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Uganda                      ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Rusia                       ,a
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Emiratos Arabes Unidos      ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Uganda                      ,a
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Rusia                       ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Reino Unido                 ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Estados Unidos              ,a
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Alto Volta                  ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Uruguay                     ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Vanuatu                     ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Venezuela                   ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Vietnam                     ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,b. De 80 a %89,a. De 90% a  100%,Samoa Occidental            ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Syria                       ,a
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Tanzania                    ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Tailandia                   ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Togo                        ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Tongo                       ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Trinidad y Tobago           ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Tunisia                     ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Turquia                     ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Tuvalu                      ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Uganda                      ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Rusia                       ,a
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Emiratos Arabes Unidos      ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Uganda                      ,a
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Rusia                       ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Reino Unido                 ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Estados Unidos              ,a
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Alto Volta                  ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Uruguay                     ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Vanuatu                     ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Venezuela                   ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Vietnam                     ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,c. De 50% a 79%,a. De 90% a  100%,Samoa Occidental            ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Syria                       ,a
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Tanzania                    ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Tailandia                   ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Togo                        ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Tongo                       ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Trinidad y Tobago           ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Tunisia                     ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Turquia                     ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Tuvalu                      ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Uganda                      ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Rusia                       ,a
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Emiratos Arabes Unidos      ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Uganda                      ,a
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Rusia                       ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Reino Unido                 ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Estados Unidos              ,a
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Alto Volta                  ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Uruguay                     ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Vanuatu                     ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Venezuela                   ,d
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Vietnam                     ,b
Encuesta de creatividad,Indicar el rango del procentaje de procesos de inventigacion que se han realizado,d. Menos de 50%,a. De 90% a  100%,Samoa Occidental            ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Syria                       ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Tanzania                    ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Tailandia                   ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Togo                        ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Tongo                       ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Trinidad y Tobago           ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Tunisia                     ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Turquia                     ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Tuvalu                      ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Uganda                      ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Rusia                       ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Emiratos Arabes Unidos      ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Uganda                      ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Rusia                       ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Reino Unido                 ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Estados Unidos              ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Alto Volta                  ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Uruguay                     ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Vanuatu                     ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Venezuela                   ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Vietnam                     ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,a. Mas de 100,a. Mas de 100,Samoa Occidental            ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Syria                       ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Tanzania                    ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Tailandia                   ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Togo                        ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Tongo                       ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Trinidad y Tobago           ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Tunisia                     ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Turquia                     ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Tuvalu                      ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Uganda                      ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Rusia                       ,b
